5 	2473	810	16	16	1	20010	20010	20010
#hang co 7
5 	2506	810	16	16	2	20010	20010	20010
#hang co 8
5 	2646	843	16	16	1	20001	20001	20001
#hang co 9
5 	2630	782	16	16	2	20001	20001	20001
#hang co 10
5 	2662	746	16	16	2	20001	20001	20001
#hang co 10
5 	2630	680	16	16	2	20001	20001	20001
#hang co 11
5 	2662	620	16	16	2	20001	20001	20001
#hang co 12
5 	2615	568	16	16	7	20010	20010	20010
#hang co 12
5 	2727	556	16	16	1	20010	20010	20010
#hang co 13
5 	2788	520	16	16	4	20001	20001	20001
#hang co 14
5 	2790	520	16	16	4	20001	20001	20001
#hang co 15
5 	2870	460	16	16	2	20001	20001	20001
#hang co 16
5 	2790	398	16	16	4	20001	20001	20001
#hang co 17
5 	2920	378	16	16	20	20010	20010	20010
#hang co 18
5 	2616	378	16	16	8	20010	20010	20010


5 	2584	370	16	16	3	20007	20008	20009

5	2753	830	92	334	1	20015	20015	20015
#end  map 1 doan 3

#start doan 4
#cuc da bu
5 	3298	382	128	60	1	20017	20017	20017
#cuc da bu
5 	3330	446	94	74	1	20018	20018	20018
#cuc da bu
5 	4000	530	30	77	1	20019	20019	20019
#hang co 1
5 	3239	424	16	16	1	20001	20001	20001
#hang co 2
5 	3257	440	16	16	2	20001	20001	20001
#hang co 3
5 	3287	490	16	16	10	20001	20001	20001
#hang co 4
5 	3366	376	16	16	5	20001	20001	20001
#hang co 5
5 	3473	409	16	16	7	20001	20001	20001
#hang co 6
5 	3482	523	16	16	6	20001	20001	20001
#hang co 7
5 	3557	585	16	16	5	20001	20001	20001
#hang co 8
5 	3575	459	16	16	2	20001	20001	20001
#hang co 9
5 	3622	490	16	16	9	20010	20010	20010
#hang co 10
5 	3810	584	16	16	5	20001	20001	20001
#hang co 11
5 	3864	490	16	16	8	20010	20010	20010
#hang co 12
5 	3959	505	16	16	2	20010	20010	20010
#hang co 13
5 	2361	555	16	16	3	20010	20010	20010
#hang co 14
5 	2408	570	16	16	6	20010	20010	20010
#hang co 14
5 	2504	586	16	16	1	20010	20010	20010
#hang co 15
5 	3977	378	16	16	2	20001	20001	20001


#end doan 4

#start doan duoi bien 1

5	2878	84	64	158	1	21001	21001	21001
5	2917	76	16	148	1	21002	21002	21002
5	2951	62	46	113	1	21003	21003	21003
5	2983	50	17	84	1	21004	21004	21004
5	3017	27	52	48	1	21005	21005	21005
5	3303	173	322	334	1	21006	21006	21006
5	3085	210	117	249	1	21007	21007	21007
5	2994	242	66	185	1	21008	21008	21008
5	2930	271	66	122	1	21009	21009	21009
5	3466	170	50	337	1	21010	21010	21010
5	3494	140	17	273	1	21011	21011	21011
5	3528	120	52	240	1	21012	21012	21012
5	3558	109	20	211	1	21013	21013	21013
5	3580	92	33	176	1	21014	21014	21014
5	3614	86	34	146	1	21015	21015	21015
5	3655	67	51	111	1	21016	21016	21016
5	3686	48	17	84	1	21017	21017	21017
5	3719	40	48	48	1	21018	21018	21018
5	3705	180	77	60	1	21019	21019	21019
5	3727	140	20	10	1	21020	21020	21020
5	3727	120	14	62	1	21021	21021	21021
5	3817	155	144	146	1	21022	21022	21022
5	3904	175	30	189	1	21023	21023	21023
5	3936	217	30	269	1	21024	21024	21024
5	4040	175	112	351	1	21025	21025	21025
5	3937	385	30	63	1	21026	21026	21026
5	4011	386	24	66	1	21027	21027	21027

#hang da xanh 1
5 	2886	343	16	16	2	21000	21000	21000
#hang da xanh 2
5 	2873	312	16	16	1	21000	21000	21000
#hang da xanh 3
5 	2856	296	16	16	2	21000	21000	21000
#hang da xanh 4
5 	2840	281	16	16	1	21000	21000	21000
#hang da xanh 4
5 	2826	264	16	16	2	21000	21000	21000
#hang da xanh 5
5 	2807	250	16	16	1	21000	21000	21000
#hang da xanh 5
5 	2805	250	16	16	1	21000	21000	21000
#hang da xanh 5
5 	2790	232	16	16	2	21000	21000	21000
#hang da xanh 5
5 	2743	200	16	16	7	21000	21000	21000
#hang da xanh 5
5 	2855	186	16	16	1	21000	21000	21000
#end doan duoi bien1


#start doan duoi bien 2
#hang da xanh 1
5 	3447	343	16	16	5	21000	21000	21000
#hang da xanh 1
5 	2887	348	16	16	2	21000	21000	21000
#hang da xanh 2
5 	3526	312	16	16	2	21000	21000	21000
#hang da xanh 2
5 	3558	281	16	16	2	21000	21000	21000
#hang da xanh 2
5 	3592	248	16	16	3	21000	21000	21000
#hang da xanh 2
5 	3622	200	16	16	2	21000	21000	21000
#hang da xanh 2
5 	3670	250	16	16	2	21000	21000	21000
#hang da xanh 2
5 	3703	232	16	16	1	21000	21000	21000
#end doan duoi bien2






# SOPHIA
0	315	1133


#BlackWalker
2	0	200


